Statement,Label,Party_Affiliation,Subjects
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",TRUE,democrat,"corrections-and-updates,guns,homeland-security"
Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,FALSE,democrat,iraq
Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,FALSE,democrat,"health-care,supreme-court"
Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,TRUE,democrat,taxes
Warren (Buffett) still does support me.,TRUE,democrat,economy
Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,TRUE,republican,"candidates-biography,jobs"
A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,FALSE,none,elections
"About 230,000 people that were on unemployment when I took office are not on unemployment now.",TRUE,republican,"economy,workers"
"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",FALSE,none,"children,health-care,public-health,pundits"
Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,FALSE,republican,immigration
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,FALSE,activist,"criminal-justice,health-care,legal-issues,privacy"
"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",TRUE,democrat,crime
Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,FALSE,none,"corrections-and-updates,obama-birth-certificate"
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",FALSE,democrat,economy
"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.",FALSE,republican,"education,state-budget,taxes"
"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",TRUE,republican,"candidates-biography,women,workers"
"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",TRUE,democrat,"crime,criminal-justice,women"
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,TRUE,republican,"crime,homeland-security,legal-issues,terrorism,abc-news-week"
On legalizing illegal immigrants.,TRUE,none,immigration
Nearly half of all pregnancies in the U.S. are unintended.,TRUE,democrat,"abortion,census,children,families,health-care,public-health,women"
"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",TRUE,republican,energy
"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",TRUE,none,housing
"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",TRUE,republican,"economy,federal-budget"
The top 1 percent pay over half of the entire revenue for this country.,FALSE,republican,taxes
The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,FALSE,republican,"state-budget,state-finances,taxes"
Chris Christie has not increased the taxes on anyone.,TRUE,republican,taxes
The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,FALSE,republican,"agriculture,immigration,workers"
Says he never said he would keep education funding the same.,FALSE,republican,"education,state-budget"
"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",TRUE,republican,education
"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",TRUE,democrat,medicare
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",TRUE,democrat,education
(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,FALSE,democrat,israel
Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,FALSE,none,"energy,message-machine-2012,taxes"
Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,FALSE,republican,"energy,taxes,voting-record"
"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",TRUE,republican,"crime,criminal-justice,drugs,government-regulation,guns,public-safety"
Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,TRUE,democrat,"health-care,history"
"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",FALSE,democrat,"jobs,legal-issues,women"
"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.",FALSE,democrat,"economy,federal-budget,jobs,transportation"
What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,FALSE,none,"animals,congress,history,polls"
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,TRUE,democrat,economy
"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",TRUE,republican,"job-accomplishments,jobs"
The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,FALSE,republican,"economy,health-care"
"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",FALSE,republican,"economy,health-care"
"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",FALSE,republican,legal-issues
Texas this fiscal year will have more money in reserve than the other 49 states combined.,FALSE,republican,"state-budget,state-finances,states"
On using the Strategic Petroleum Reserve.,FALSE,democrat,energy
Immigrants are more fertile.,TRUE,republican,immigration
"The proposed education changes ""will not cut one teacher's pay.""",TRUE,none,education
The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,FALSE,republican,"health-care,states"
Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,TRUE,republican,"civil-rights,crime,guns"
Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,FALSE,none,"abortion,children,families,health-care,women"
We spend less on defense today as % of GDP than at any time since Pearl Harbor.,FALSE,republican,federal-budget
If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,TRUE,republican,taxes
"Says Scott Walker wants to ban common forms of birth control, including the pill.",TRUE,democrat,"abortion,message-machine"
